reviews,category
service on board was good,"['Staff Behaviour', 'In-flight Experience']"
jazz offer a good service,"['Staff Behaviour', 'In-flight Experience']"
ride smooth and on time,['Punctuality']
avoid this company at all costs,"['Value for Money', 'Brand Reputation']"
avoid this airline at all cost,"['Value for Money', 'Cabin Environment', 'Brand Reputation', 'Boarding Process']"
friendly and helpful crew,"['Staff Behaviour', 'In-flight Experience']"
i was late for my flight,['Punctuality']
terrible airline,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
will never take jeju air again,['Cabin Environment']
why put windows on a plane,['Aircraft Maintenance']
cabin crew was mechanical,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
worst airline ever,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
a third class airline,"['Cabin Environment', 'Boarding Process']"
staff absolutely useless,['Staff Behaviour']
aircraft was deplorable,"['Cabin Environment', 'Aircraft Maintenance']"
staff were very rude,['Staff Behaviour']
experience was quiet stressful,['In-flight Experience']
a disgrace to the industry,['Brand Reputation']
food was pathetic,"['Food & Beverages', 'In-flight Experience']"
cabin crew extremely attentive,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
"tired old plane, poor organisation",['Aircraft Maintenance']
ground and cabin staff are abrupt,"['Staff Behaviour', 'Cabin Environment']"
crew friendly & efficient,"['Staff Behaviour', 'In-flight Experience']"
the seats are really uncomfortable,"['Seat Comfort', 'In-flight Experience']"
they always have a delay,['Punctuality']
professional service and crew,"['Staff Behaviour', 'In-flight Experience']"
my last trip on jetairfly,['Cabin Environment']
we had a 14 hour delay,['Punctuality']
a 10 hour delay?,['Punctuality']
wasn't too expensive,['Value for Money']
recommend in this cabin,['Cabin Environment']
last flight with jetairfly,['Cabin Environment']
friendly professional cabin crew,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
unable to file a claim,['Compensation & Refund']
terrible counter service,"['Staff Behaviour', 'Brand Reputation', 'In-flight Experience']"
one of the worst airlines,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
media screen was not working,['Inflight Entertainment']
given e and f boarding group,['Boarding Process']
"it was delayed by almost 1,5h",['Punctuality']
said i needed to show my return ticket,['Ticket Booking & Pricing']
overall a good experience,['In-flight Experience']
"only one staff, gone for 2 hours",['Staff Behaviour']
unfriendly crew,"['Staff Behaviour', 'In-flight Experience']"
charged for check-in,['Boarding Process']
staff on board was agreeable,['Staff Behaviour']
first and last flight on this airline,"['Cabin Environment', 'Boarding Process']"
the worst flight,['Brand Reputation']
weigh your baggage and charge you,['Baggage Policies']
told her off for helping us,['Aircraft Maintenance']
lost another valued customer,"['Value for Money', 'Baggage Policies']"
lose faith in this airline,"['Cabin Environment', 'Boarding Process']"
terrible budget airline,"['Value for Money', 'Cabin Environment', 'Brand Reputation', 'Boarding Process']"
tried to request for wheelchair assistance,"['Staff Behaviour', 'Cabin Environment', 'Customer Service', 'Accessibility Needs']"
delayed luggage,"['Punctuality', 'Baggage Policies']"
boarding was chaotic,['Boarding Process']
disappointing experience with jetstar,['In-flight Experience']
flight delayed for eight hours,['Punctuality']
unable to check in on time,['Punctuality']
an irresponsible airline,"['Cabin Environment', 'Boarding Process']"
weighing everyones luggage,['Baggage Policies']
makes ryanair look customer friendly,['Cabin Environment']
the worst airline ever,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
worst airline i’ve flown,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
worst experience ever,"['Brand Reputation', 'In-flight Experience']"
make you pay for a 1 kg excess baggage,['Baggage Policies']
one of the worst airlines,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
seats were horrific,['Seat Comfort']
worst airline i've ever experienced,"['Cabin Environment', 'Brand Reputation', 'Boarding Process', 'In-flight Experience']"
change all bookings previously made,['Ticket Booking & Pricing']
experience was just awful,['In-flight Experience']
a total lack of customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
unable to process a full refund,"['Ticket Booking & Pricing', 'Compensation & Refund', 'Boarding Process']"
 included free services and luggage,"['Staff Behaviour', 'Baggage Policies', 'In-flight Experience']"
free drinks great snacks,['Food & Beverages']
not the right customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
really bad experience,['In-flight Experience']
online check-in not allowed for most,"['Wi-Fi & Connectivity', 'Boarding Process']"
this airline is not worth it,"['Value for Money', 'Cabin Environment', 'Boarding Process']"
impressed my jin air employee,['Cabin Environment']
very poor service,"['Staff Behaviour', 'In-flight Experience']"
seats weren’t comfortable,"['Seat Comfort', 'In-flight Experience']"
seats have got to be the worst,"['Seat Comfort', 'Brand Reputation']"
the worst experience,"['Brand Reputation', 'In-flight Experience']"
staff were really good,['Staff Behaviour']
high density seats,['Seat Comfort']
poor catering and service,"['Food & Beverages', 'Staff Behaviour', 'In-flight Experience']"
always late and even cancels,['Punctuality']
zero compensation given,['Compensation & Refund']
more than ten hours at the airport,['Cabin Environment']
it was a bad experience,['In-flight Experience']
they are an unprofessional nightmare,['Staff Behaviour']
seems like a well run airline,"['Cabin Environment', 'Boarding Process']"
had the worst experience,"['Brand Reputation', 'In-flight Experience']"
juneyao can't refund me,"['Ticket Booking & Pricing', 'Compensation & Refund']"
it is impossible to get refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
plane new as on way out,['Aircraft Maintenance']
"good service, good entertainment","['Inflight Entertainment', 'Staff Behaviour', 'In-flight Experience']"
this horrific experience,['In-flight Experience']
absolutely disgraceful airline,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
not recommend the experience,['In-flight Experience']
a cheat from the airline,"['Cabin Environment', 'Boarding Process']"
customer services not kind and helpful,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
small but very efficient airline,"['Cabin Environment', 'Boarding Process']"
catering and seating all good,"['Food & Beverages', 'Seat Comfort']"
onboard cleanliness: satisfactory,"['Hygiene', 'Boarding Process', 'Miscellaneous']"
one of the worst airlines,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
what a horrible experience,"['Brand Reputation', 'In-flight Experience']"
terrible experience,"['Brand Reputation', 'In-flight Experience']"
air circulation was so poor,['Cabin Environment']
worst airline i've ever dealt with,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
kish airlines customer review,"['Cabin Environment', 'Boarding Process']"
kish airlines customer review,"['Cabin Environment', 'Boarding Process']"
never again fly with klm,['Brand Reputation']
horrible customer service,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
changed my seat,"['Seat Comfort', 'Ticket Booking & Pricing']"
my luggage was not loaded,['Baggage Policies']
"customer service is unhelpful, dismissive","['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
they changed it to lousy seats,"['Seat Comfort', 'Ticket Booking & Pricing']"
customer-unfriendly experience,['In-flight Experience']
spend it on a better airline,"['Cabin Environment', 'Boarding Process']"
onboard service and food excellent,"['Food & Beverages', 'Staff Behaviour', 'In-flight Experience']"
service is shockingly bad,"['Staff Behaviour', 'In-flight Experience']"
experience is worth the price,"['Value for Money', 'Ticket Booking & Pricing', 'In-flight Experience']"
in desperate need of an upgrade,['Ticket Booking & Pricing']
crew pleasant and efficient,"['Staff Behaviour', 'In-flight Experience']"
extremely satisfied with korean air,['Cabin Environment']
kulula are always late,['Punctuality']
it is impossible to get hold of anyone,['Aircraft Maintenance']
worst airline in this country,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
 incompetent and unhelpful staff,['Staff Behaviour']
fa not prepared to offer any assistance,"['Staff Behaviour', 'Customer Service', 'Accessibility Needs']"
faced very rude behavior from cabin crew,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
no compensation was given,['Compensation & Refund']
won’t be flying with kuwait airways again,['Cabin Environment']
a good quality service,"['Staff Behaviour', 'In-flight Experience']"
prolonged and distressing experience,['In-flight Experience']
poor customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
i really enjoyed the service,"['Staff Behaviour', 'In-flight Experience']"
airline has caused massive inconvenience and massive cost,"['Value for Money', 'Cabin Environment', 'Boarding Process']"
great value for the price,"['Value for Money', 'Ticket Booking & Pricing']"
not a great airline,"['Cabin Environment', 'Boarding Process']"
fantastic value for business class,['Value for Money']
crew was courteous and professional,"['Staff Behaviour', 'In-flight Experience']"
delay with no reason,['Punctuality']
unprofessional and unethical,['Staff Behaviour']
customer service is non-existent,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
the worst airline in the world,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
zero stars for this airline,"['Cabin Environment', 'Boarding Process']"
so unprofessional,['Staff Behaviour']
seats were very comfortable,"['Seat Comfort', 'In-flight Experience']"
lower quality than other airlines,"['Cabin Environment', 'Boarding Process']"
seats are too narrow,['Seat Comfort']
excellent service throughout,"['Staff Behaviour', 'In-flight Experience']"
" ""plane a little bit dated",['Aircraft Maintenance']
the service was fantastic,"['Staff Behaviour', 'In-flight Experience']"
loved the cabin interior,['Cabin Environment']
crew were very polite,"['Staff Behaviour', 'In-flight Experience']"
a pleasant experience,['In-flight Experience']
very good experience,['In-flight Experience']
seat was the most narrow,['Seat Comfort']
a very good experience,['In-flight Experience']
i had no luggage at the end,['Baggage Policies']
crew and service were excellent,"['Staff Behaviour', 'In-flight Experience']"
a reliable airline,"['Cabin Environment', 'Boarding Process']"
flight experience was lovely,['In-flight Experience']
not received our money back,['Compensation & Refund']
friendly airline,"['Cabin Environment', 'Boarding Process']"
"good, surprising experience",['In-flight Experience']
i haven't received a refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
airline was above expectations,"['Cabin Environment', 'Boarding Process']"
no space at all,['Seat Comfort']
asked for priority boarding,"['Accessibility Needs', 'Boarding Process']"
refund process is frustrating,"['Ticket Booking & Pricing', 'Compensation & Refund', 'Boarding Process']"
incredibly unhelpful staff,['Staff Behaviour']
it was a very slow process,"['Wi-Fi & Connectivity', 'Boarding Process']"
there was zero assistance,"['Staff Behaviour', 'Customer Service', 'Accessibility Needs']"
experiences with latam went so well,['In-flight Experience']
the experience was terrible,"['Brand Reputation', 'In-flight Experience']"
i have not received a response,['Customer Service']
the crew were awesome,"['Staff Behaviour', 'In-flight Experience']"
worst european budget airline,"['Value for Money', 'Cabin Environment', 'Brand Reputation', 'Boarding Process']"
the crew was amazing,"['Staff Behaviour', 'In-flight Experience']"
pay 10€ for a ticket,['Ticket Booking & Pricing']
not to press the service button,"['Staff Behaviour', 'In-flight Experience']"
had to clean it ourselves,['Hygiene']
worst airline i have flown,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
have never received a refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
went out of their way to avoid responsibility,['Brand Reputation']
i would recommend this airline,"['Cabin Environment', 'Boarding Process']"
worst flight so far,['Brand Reputation']
worst airline i've ever used,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
i expected much better conditions,['Aircraft Maintenance']
the experience was okay,"['In-flight Experience', 'Miscellaneous']"
extremely uncomfortable,"['Seat Comfort', 'In-flight Experience']"
there is very little legroom,['Seat Comfort']
excellent experience,['In-flight Experience']
was comfortable enough,"['Seat Comfort', 'In-flight Experience']"
experience was absolutely atrocious,['In-flight Experience']
"old, crowded prop plane",['Aircraft Maintenance']
all staff interactions were great,['Staff Behaviour']
one of the most poorly run airlines,"['Cabin Environment', 'Boarding Process']"
they have no shame,['Brand Reputation']
"rude, uninterested staff",['Staff Behaviour']
wifi was pretty fast,['Wi-Fi & Connectivity']
not received check-in luggage,"['Baggage Policies', 'Boarding Process']"
horrible service,"['Staff Behaviour', 'Brand Reputation', 'In-flight Experience']"
ignore any attempts get a refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
there's no compensation,['Compensation & Refund']
impossible to contact customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
service on board was non-existent,"['Staff Behaviour', 'In-flight Experience']"
worst airline i have ever flown,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
worst airline there is,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
i don't suggest taking lion air,['Cabin Environment']
terrible if you are requesting a refund,"['Ticket Booking & Pricing', 'Compensation & Refund', 'Brand Reputation']"
very poor customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
this is a great service,"['Staff Behaviour', 'In-flight Experience']"
not book with this airline again,"['Cabin Environment', 'Boarding Process']"
avoid this company at all costs,"['Value for Money', 'Brand Reputation']"
all staff were very helpful,['Staff Behaviour']
cabin was extremely friendly and welcoming,['Cabin Environment']
the service was reasonably good,"['Staff Behaviour', 'In-flight Experience']"
a total absence of customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
11 hours delay and cancellation,"['Punctuality', 'Ticket Booking & Pricing', 'Flight Cancellation']"
the seats were horrible,"['Seat Comfort', 'Brand Reputation']"
avoid them at all costs,"['Value for Money', 'Brand Reputation']"
very nice and smiling crew,"['Staff Behaviour', 'In-flight Experience']"
seats lot still offers have a fatal flaw,['Seat Comfort']
avoid lot at all cost,"['Value for Money', 'Brand Reputation']"
great little airline,"['Cabin Environment', 'Boarding Process']"
wonderful regional airline,"['Cabin Environment', 'Boarding Process']"
almost 160 dollars excess baggage fee,['Baggage Policies']
what a disappointing experience,['In-flight Experience']
not given me a cent of reimbursement,['Compensation & Refund']
no-service experience,"['Staff Behaviour', 'In-flight Experience']"
service was very poor,"['Staff Behaviour', 'In-flight Experience']"
very messy travel company,['Hygiene']
it’s just the worst,['Brand Reputation']
low cost service at premium prices,"['Staff Behaviour', 'Value for Money', 'Ticket Booking & Pricing', 'In-flight Experience']"
bad experience and rude attitude,"['Staff Behaviour', 'In-flight Experience']"
they won’t give me my money back,['Compensation & Refund']
very bad customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
terrible experience,"['Brand Reputation', 'In-flight Experience']"
its not comfortable. ryanair standards,"['Seat Comfort', 'Cabin Environment', 'In-flight Experience']"
lack of customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
most disappointing airline experience,"['Cabin Environment', 'Boarding Process', 'In-flight Experience']"
no longer a ‘low cost’ airline,"['Value for Money', 'Cabin Environment', 'Boarding Process']"
they will not give me any refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
horrible experience,"['Brand Reputation', 'In-flight Experience']"
terrible experience,"['Brand Reputation', 'In-flight Experience']"
we will not use lynx air ever again,['Cabin Environment']
give mack air a fine rating,['Cabin Environment']
excellent service onboard,"['Staff Behaviour', 'In-flight Experience']"
felt like flying in the old days,['Aircraft Maintenance']
the service and amenities were unbelievable for such a short flight,"['Staff Behaviour', 'In-flight Experience']"
"efficient, helpful and friendly",['Staff Behaviour']
best airline in iran,"['Cabin Environment', 'Boarding Process']"
the seating was very impressive,['Seat Comfort']
consider to fly this airline again ,"['Cabin Environment', 'Boarding Process']"
seats large and comfortable,"['Seat Comfort', 'In-flight Experience']"
service friendly and efficient,"['Staff Behaviour', 'In-flight Experience']"
now probably the worst in the world,['Brand Reputation']
"my seat was filthy, uncleaned","['Seat Comfort', 'Hygiene']"
luggage is left on the tarmac,['Baggage Policies']
never recommend this airline,"['Cabin Environment', 'Boarding Process']"
fly with a different airline,"['Cabin Environment', 'Boarding Process']"
no airline staff at immigration,"['Staff Behaviour', 'Cabin Environment', 'Boarding Process']"
cabin crew were good,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
"pleased with the extra 36"" legroom seats",['Seat Comfort']
highly recommend the airline,"['Cabin Environment', 'Boarding Process']"
good experience with malaysia airlines,"['Cabin Environment', 'Boarding Process', 'In-flight Experience']"
friendly cabin crew,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
on-board experience is a let down,['In-flight Experience']
delayed flight for almost 2 hours,['Punctuality']
flight attendants were helpful,['Staff Behaviour']
waste of money and service,"['Staff Behaviour', 'In-flight Experience']"
friendly attentive staff,['Staff Behaviour']
worst airline ever,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
disappointed with the service,"['Staff Behaviour', 'In-flight Experience']"
refused to give me a refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
crew made a good first impression,"['Staff Behaviour', 'In-flight Experience']"
seat is comfortable and wide,"['Seat Comfort', 'In-flight Experience']"
was a pleasant experience,['In-flight Experience']
be wary of luggage scales,['Baggage Policies']
the most unprofessional people,['Staff Behaviour']
6 hour delay without any warning,['Punctuality']
their staff have no empathy,['Staff Behaviour']
it is unfair what mango did to us,['Cabin Environment']
the attitude from the flight attendants were disgusting,['Staff Behaviour']
this is the most unhelpful airline,"['Staff Behaviour', 'Cabin Environment', 'Boarding Process']"
very friendly cabin,['Cabin Environment']
service was excellent,"['Staff Behaviour', 'In-flight Experience']"
perfect short and comfortable flight,"['Seat Comfort', 'In-flight Experience']"
never been on such dirty planes ,"['Hygiene', 'Aircraft Maintenance']"
would only offer usage of our tickets for a 2 year period,['Ticket Booking & Pricing']
1950’s era third world airline,"['Cabin Environment', 'Boarding Process']"
worst customer service,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
"attentive and polite cabin crew""
","['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
flight was still delayed,['Punctuality']
flight was delayed by 15 hours,['Punctuality']
avoid this airline at all costs,"['Value for Money', 'Cabin Environment', 'Brand Reputation', 'Boarding Process']"
staff were pleasant and efficient,['Staff Behaviour']
not an airline i can recommend,"['Cabin Environment', 'Boarding Process']"
service onboard was good,"['Staff Behaviour', 'In-flight Experience']"
a big dissapointment from the airline,"['Cabin Environment', 'Boarding Process']"
don’t use inflight entertainment,"['Inflight Entertainment', 'In-flight Experience']"
ok but not worth raving about,['Value for Money']
most miserable flying experience,['In-flight Experience']
miat mongolian airlines customer review,"['Cabin Environment', 'Boarding Process']"
ground staff very disorganized,['Staff Behaviour']
crew were friendly and polite,"['Staff Behaviour', 'In-flight Experience']"
overall experience was bad,"['In-flight Experience', 'Miscellaneous']"
cabin crew was very helpful,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
"planes new, clean, and comfortable","['Seat Comfort', 'Hygiene', 'Aircraft Maintenance', 'In-flight Experience']"
delicious food,"['Food & Beverages', 'In-flight Experience']"
crew was quite active,"['Staff Behaviour', 'In-flight Experience']"
food is another big hate,"['Food & Beverages', 'In-flight Experience']"
fly if good cost savings,['Value for Money']
horrible company,['Brand Reputation']
most incompetent airline,"['Cabin Environment', 'Boarding Process']"
below average quality plane,"['Aircraft Maintenance', 'Miscellaneous']"
crew are extremely rude,"['Staff Behaviour', 'In-flight Experience']"
not be flying this airline again,"['Cabin Environment', 'Boarding Process']"
service described as bordering on rude,"['Staff Behaviour', 'In-flight Experience']"
cabin crew really helpful,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
worst flight i ever did,['Brand Reputation']
experience was horrible,"['Brand Reputation', 'In-flight Experience']"
a decent airline,"['Cabin Environment', 'Boarding Process']"
nice cabin crew only speak in serbian,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
well worth aviation experience,"['Value for Money', 'In-flight Experience']"
cabin was nicely decorated,['Cabin Environment']
very nice airline and quick operations,"['Cabin Environment', 'Boarding Process']"
kind and focused service,"['Staff Behaviour', 'In-flight Experience']"
a very pleasant experience,['In-flight Experience']
schedule changed without notice,"['Punctuality', 'Ticket Booking & Pricing']"
what a great airline,"['Cabin Environment', 'Boarding Process']"
comfortable and enjoyable,"['Seat Comfort', 'In-flight Experience']"
meal is great but simple,['Food & Beverages']
staff was friendly,['Staff Behaviour']
have not received my refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
i highly recommend this airline,"['Cabin Environment', 'Boarding Process']"
a dirty and poorly maintained plane,"['Hygiene', 'Aircraft Maintenance']"
price for baggage didn't make sense,"['Value for Money', 'Baggage Policies', 'Ticket Booking & Pricing']"
horrendous customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
worst customer service,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
"plane has no ife, no wi-fi",['Aircraft Maintenance']
"old plane, no ife",['Aircraft Maintenance']
no refund for cancelled flight,"['Ticket Booking & Pricing', 'Compensation & Refund']"
no refund for cancelled flight,"['Ticket Booking & Pricing', 'Compensation & Refund']"
no refund for cancelled flight,"['Ticket Booking & Pricing', 'Compensation & Refund']"
will not refund any of my money,"['Ticket Booking & Pricing', 'Compensation & Refund']"
do not use this airline,"['Cabin Environment', 'Boarding Process']"
still waiting for a refund!,"['Punctuality', 'Ticket Booking & Pricing', 'Compensation & Refund', 'Boarding Process']"
no refund has occurred,"['Ticket Booking & Pricing', 'Compensation & Refund']"
avoid this airline,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
horrible customer service,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
staff friendly and hospitable,['Staff Behaviour']
charming cabin crew,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
i urge nepal airlines to take responsibility,"['Cabin Environment', 'Boarding Process']"
avoid this airline,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
seat arrangement was disaster,['Seat Comfort']
poorest customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
worst experience ever for me,"['Brand Reputation', 'In-flight Experience']"
flight has been delayed for 7 hrs,['Punctuality']
cabin crew were professional,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
meal provided during flight is delicious,['Food & Beverages']
good idea to try nepal airlines,"['Cabin Environment', 'Boarding Process']"
avoid this airline at all costs,"['Value for Money', 'Cabin Environment', 'Brand Reputation', 'Boarding Process']"
should be ashamed of your policy,"['Baggage Policies', 'Process & Policy', 'Brand Reputation']"
crew were very friendly,"['Staff Behaviour', 'In-flight Experience']"
niki's service is not that good,"['Staff Behaviour', 'In-flight Experience']"
cabin was clean,"['Hygiene', 'Cabin Environment']"
seats uncomfortable and narrow,"['Seat Comfort', 'In-flight Experience']"
nice onboard service,"['Staff Behaviour', 'In-flight Experience']"
quite an acceptable airline,"['Cabin Environment', 'Boarding Process']"
baggage allowance is much less,['Baggage Policies']
do not recommend nok air,['Cabin Environment']
good low cost carrier,['Value for Money']
we have not been refund yet,"['Ticket Booking & Pricing', 'Compensation & Refund']"
never issued a refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
better to fly with another airline,"['Cabin Environment', 'Boarding Process']"
asked us to pay for luggage,['Baggage Policies']
airline name has changed,"['Cabin Environment', 'Ticket Booking & Pricing', 'Boarding Process']"
never fly this airline again,"['Cabin Environment', 'Boarding Process']"
 airline is very good,"['Cabin Environment', 'Boarding Process']"
crew was clearly tired,"['Staff Behaviour', 'In-flight Experience']"
worst airline i’ve ever used,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
legroom is more than okay,"['Seat Comfort', 'Miscellaneous']"
a satisfactory experience,"['In-flight Experience', 'Miscellaneous']"
airline has lost my baggage,"['Cabin Environment', 'Baggage Policies', 'Boarding Process']"
a most average experience,"['In-flight Experience', 'Miscellaneous']"
go online and read the baggage policy,"['Wi-Fi & Connectivity', 'Baggage Policies', 'Process & Policy', 'Boarding Process']"
claiming that i need a visa to transit,['Compensation & Refund']
worst flight i have ever been on,['Brand Reputation']
$215 due to 2 overweight suitcases,['Baggage Policies']
didn’t give you free headphones,['Inflight Entertainment']
anxiety experienced with online booking,"['Wi-Fi & Connectivity', 'Ticket Booking & Pricing', 'Boarding Process', 'In-flight Experience']"
provided no guarantee of a refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
price does not allow for much complaints,"['Value for Money', 'Ticket Booking & Pricing', 'Customer Service', 'Brand Reputation']"
"spacious, well bolstered seats",['Seat Comfort']
changed our seats all the way to the back,"['Seat Comfort', 'Ticket Booking & Pricing']"
avoid travelling with this company,['Brand Reputation']
better to avoid this company,['Brand Reputation']
a very bad experience,['In-flight Experience']
worst experience ever,"['Brand Reputation', 'In-flight Experience']"
worse airline ever,"['Cabin Environment', 'Boarding Process']"
not a bad airline!,"['Cabin Environment', 'Boarding Process']"
staff friendly and professional,['Staff Behaviour']
exceptional customer service skills,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
a nice experience,['In-flight Experience']
both flights were on time,['Punctuality']
have lost our money for both flights,['Baggage Policies']
our baggage was not there,['Baggage Policies']
"denied a phone call, beverages and food","['Food & Beverages', 'Compensation & Refund', 'In-flight Experience']"
staff were attentive,['Staff Behaviour']
crew were polite and helpful,"['Staff Behaviour', 'In-flight Experience']"
catering is very basic,['Food & Beverages']
baggage allowance re sporting equipment,['Baggage Policies']
"courteous, smiling and helpful",['Staff Behaviour']
laziest cabin crew,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
cabin crew were very friendly and efficient,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
food was appalling,"['Food & Beverages', 'In-flight Experience']"
at least 2 hours of delay,['Punctuality']
quite disappointing experience,['In-flight Experience']
worst airline i have ever flown,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
worst airline i've ever flown on,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
feel welcome and comfortable,"['Seat Comfort', 'In-flight Experience']"
on the tarmac waiting and waiting,"['Punctuality', 'Boarding Process']"
no leg room in comfort class,"['Seat Comfort', 'In-flight Experience']"
the comfort was amazing,"['Seat Comfort', 'In-flight Experience']"
flight was delayed 3 hours,['Punctuality']
unbelievably terrible service,"['Staff Behaviour', 'Brand Reputation', 'In-flight Experience']"
worst of the worst,['Brand Reputation']
we never got a refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
worst airline i've travelled,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
horrible confusing experience,"['Process & Policy', 'Brand Reputation', 'In-flight Experience']"
truly terrible service,"['Staff Behaviour', 'Brand Reputation', 'In-flight Experience']"
customer service is poor quality,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
service seems to be falling apart,"['Staff Behaviour', 'In-flight Experience']"
no difference with economy service,"['Staff Behaviour', 'In-flight Experience']"
should be ashamed of themselves,['Brand Reputation']
orient thai airlines customer review,"['Cabin Environment', 'Boarding Process']"
orient thai airlines customer review,"['Cabin Environment', 'Boarding Process']"
orient thai airlines customer review,"['Cabin Environment', 'Boarding Process']"
orient thai airlines customer review,"['Cabin Environment', 'Boarding Process']"
orient thai airlines customer review,"['Cabin Environment', 'Boarding Process']"
orient thai airlines customer review,"['Cabin Environment', 'Boarding Process']"
orient thai airlines customer review,"['Cabin Environment', 'Boarding Process']"
orient thai airlines customer review,"['Cabin Environment', 'Boarding Process']"
orient thai airlines customer review,"['Cabin Environment', 'Boarding Process']"
it was a bad experience,['In-flight Experience']
force me to buy another ticket,['Ticket Booking & Pricing']
never had such a bad experience,['In-flight Experience']
unpleasant experience,['In-flight Experience']
avoid if possible,['Brand Reputation']
very bad experience,['In-flight Experience']
seats very hard,['Seat Comfort']
on time and fairly uneventful,"['Punctuality', 'Cabin Environment']"
meal was very impressive,['Food & Beverages']
worst airline ever,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
very disappointed with the service,"['Staff Behaviour', 'In-flight Experience']"
not reply to any refund emails,"['Ticket Booking & Pricing', 'Compensation & Refund']"
never use this airline again,"['Cabin Environment', 'Boarding Process']"
the crew were amazing,"['Staff Behaviour', 'In-flight Experience']"
no air conditioning while boarding,"['Cabin Environment', 'Aircraft Maintenance', 'Boarding Process']"
they are extremely unprofessional,['Staff Behaviour']
seats had no reclining function,['Seat Comfort']
do not book with this airline,"['Cabin Environment', 'Boarding Process']"
service was pretty good,"['Staff Behaviour', 'In-flight Experience']"
please don't take this airline,"['Cabin Environment', 'Boarding Process']"
such a negative experience,['In-flight Experience']
luggage exceeded the total size by 5cm,['Baggage Policies']
chose to wait for 4 passengers running late,['Punctuality']
