reviews,category
a comfortable 6 hours sleep was enjoyed,"['Seat Comfort', 'In-flight Experience']"
a good swift flight,['Miscellaneous']
service was excellent and smiling,"['Staff Behaviour', 'In-flight Experience']"
new aircrafts on all sectors,"['Cabin Environment', 'Aircraft Maintenance']"
flights themselves were great,['Miscellaneous']
excellent service,"['Staff Behaviour', 'In-flight Experience']"
the service attentive,"['Staff Behaviour', 'In-flight Experience']"
service was impeccable,"['Staff Behaviour', 'In-flight Experience']"
should receive some form of compensation,['Compensation & Refund']
a satisfactory experience overall,"['In-flight Experience', 'Miscellaneous']"
don't expect familiar western snacks,['Food & Beverages']
"service, friendliness, and cleanliness","['Staff Behaviour', 'Hygiene', 'Boarding Process', 'In-flight Experience']"
seats booked given to someone else,['Seat Comfort']
just how far hawaiian has fallen,['Miscellaneous']
catering on this flight was appalling,['Food & Beverages']
horrible experience with long lines,"['Brand Reputation', 'Boarding Process', 'In-flight Experience']"
basically nonexistent customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
real bad both ways,['Miscellaneous']
i'm done with this airline,"['Cabin Environment', 'Boarding Process']"
complete lack of help,['Miscellaneous']
worst customer service ever,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
a terrible experience,"['Brand Reputation', 'In-flight Experience']"
i will no longer fly hawaiian,['Miscellaneous']
flight was seamless and comfortable,"['Seat Comfort', 'In-flight Experience']"
lost cabin baggage,"['Cabin Environment', 'Baggage Policies']"
good and professional,['Miscellaneous']
had such a nice experience,['In-flight Experience']
it has become worse and worse,['Miscellaneous']
a very comfortable short flight,"['Seat Comfort', 'In-flight Experience']"
impressed with every staff member,['Staff Behaviour']
very pleased with service,"['Staff Behaviour', 'In-flight Experience']"
crew was extremely attentive,"['Staff Behaviour', 'In-flight Experience']"
really liked this flight,['Miscellaneous']
an unprofessional and indifferent attitude,['Staff Behaviour']
not a pleasant experience,['In-flight Experience']
the service quality was pathetic,"['Staff Behaviour', 'In-flight Experience']"
never flying them again,['Miscellaneous']
food and staff were awful,"['Food & Beverages', 'Staff Behaviour', 'In-flight Experience']"
would never fly this airline again,"['Cabin Environment', 'Boarding Process']"
glad i got to experience hifly,['In-flight Experience']
very favorably impressed with this airline,"['Cabin Environment', 'Boarding Process']"
cabin crew made no attempt to organise anything,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
flight plastic free,['Miscellaneous']
extremely bad airline,"['Cabin Environment', 'Boarding Process']"
the worst airline,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
a horrible unstable airline,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
shocked at the unprofessional attitude,['Staff Behaviour']
attendants were pleasant and helpful,['Staff Behaviour']
bad experience with my flight,['In-flight Experience']
unable to check in online,"['Wi-Fi & Connectivity', 'Boarding Process']"
worst experience ever,"['Brand Reputation', 'In-flight Experience']"
wonderful experience,['In-flight Experience']
an awful experience,['In-flight Experience']
uneventful and generic flight,['Miscellaneous']
experience was deplorable,['In-flight Experience']
i am totally disappointed,['Miscellaneous']
very bad experience,['In-flight Experience']
"no staff, offices or support","['Staff Behaviour', 'Customer Service', 'Accessibility Needs']"
great for short flights,['Miscellaneous']
i had to pay to get my luggage on,['Baggage Policies']
should not have board people,['Miscellaneous']
avoid flying with them,['Brand Reputation']
regret booking this flight,['Ticket Booking & Pricing']
2800 pesos for the change,['Ticket Booking & Pricing']
website was far from user-friendly,['Miscellaneous']
simply avoid,['Brand Reputation']
the air ticket is cheap,"['Value for Money', 'Cabin Environment', 'Ticket Booking & Pricing']"
very poor online check-in service,"['Staff Behaviour', 'Wi-Fi & Connectivity', 'Boarding Process', 'In-flight Experience']"
avoid this airline at any cost,"['Value for Money', 'Cabin Environment', 'Brand Reputation', 'Boarding Process']"
the seat is comfortable,"['Seat Comfort', 'In-flight Experience']"
options we got were unacceptable,['Miscellaneous']
never fly hong kong airlines again,"['Cabin Environment', 'Boarding Process']"
pathetic check in and ground service,"['Staff Behaviour', 'In-flight Experience']"
the crew were extremely nice,"['Staff Behaviour', 'In-flight Experience']"
courteous fight attendants,['Staff Behaviour']
quality airport and in-flight service,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
thank you to the flight attendants,['Staff Behaviour']
staff were friendly and helpful,['Staff Behaviour']
still no response from them,['Customer Service']
good service in flight,"['Staff Behaviour', 'In-flight Experience']"
hard pressed to use hop,['Miscellaneous']
they fail to see the problem,['Miscellaneous']
friendly crew-members,"['Staff Behaviour', 'In-flight Experience']"
outstanding service,"['Staff Behaviour', 'In-flight Experience']"
ground and cabin staff very pleasant,"['Staff Behaviour', 'Cabin Environment']"
good service and comfort levels,"['Seat Comfort', 'Staff Behaviour', 'In-flight Experience']"
wouldn't recommend because of price,"['Value for Money', 'Ticket Booking & Pricing']"
my mask was not legal anymore,['Miscellaneous']
crew was extremely nice,"['Staff Behaviour', 'In-flight Experience']"
very disappointed,['Miscellaneous']
very poor customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
she went above and beyond,['Miscellaneous']
very satisfied with horizon,['Miscellaneous']
nice job all the way around,['Miscellaneous']
pleasantly appointed atr 72,['Miscellaneous']
lost luggage department is atrocious,['Baggage Policies']
a misleading of clients,['Miscellaneous']
they are forgetting about customers,['Miscellaneous']
warm welcome by crew,"['Staff Behaviour', 'In-flight Experience']"
tremendous time waste,['Miscellaneous']
meals were supremely mediocre,['Food & Beverages']
flight was good and bad,['Miscellaneous']
very disappointing,['Miscellaneous']
service was great,"['Staff Behaviour', 'In-flight Experience']"
far from satisfactory,['Miscellaneous']
everything worked out well,['Miscellaneous']
rudest most unhelpful person,['Staff Behaviour']
crew really nice and worked hard,"['Staff Behaviour', 'In-flight Experience']"
said that the case was closed,['Miscellaneous']
crew are the best,"['Staff Behaviour', 'In-flight Experience']"
"no communication, rude customer service","['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
i recommend this airline,"['Cabin Environment', 'Boarding Process']"
service on board is really good,"['Staff Behaviour', 'In-flight Experience']"
every week i get no answer,['Miscellaneous']
could not take my hand luggage on board,['Baggage Policies']
terrible airline,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
quick to issue a full compensation,['Compensation & Refund']
it felt like a scam,['Miscellaneous']
refuse to extend rebooking options,"['Ticket Booking & Pricing', 'Flight Cancellation']"
service was quintessentially icelandair,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
flight itself was smooth and pleasant,['Miscellaneous']
customer service was horrific,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
laughing and flirting with each other,['Miscellaneous']
did a pretty good job,['Miscellaneous']
friendly and professional staff,['Staff Behaviour']
reassigned to middle seats,['Seat Comfort']
unable to provide a resolution,['Customer Service']
service was good,"['Staff Behaviour', 'In-flight Experience']"
really horrible service,"['Staff Behaviour', 'Brand Reputation', 'In-flight Experience']"
rip off selectively,['Miscellaneous']
i am extremely disappointed,['Miscellaneous']
experience has been a nightmare,['In-flight Experience']
handled the delay well,['Punctuality']
it gets the job done,['Miscellaneous']
avoid this airline at all costs,"['Value for Money', 'Cabin Environment', 'Brand Reputation', 'Boarding Process']"
never flying with them again,['Miscellaneous']
3 drastic schedule changes,"['Punctuality', 'Ticket Booking & Pricing']"
flight had been canceled,['Miscellaneous']
third was catastrophic,['Miscellaneous']
change our flight by 2 hours,['Ticket Booking & Pricing']
such bad performance,['Miscellaneous']
avoid if you can!,['Brand Reputation']
fleet  got grounded,['Miscellaneous']
treated us like garbage,['Miscellaneous']
flight was cancelled three times,['Miscellaneous']
never take this airline again,"['Cabin Environment', 'Boarding Process']"
worst experience in 65 years of flying,"['Brand Reputation', 'In-flight Experience']"
avoid this airline at all cost,"['Value for Money', 'Cabin Environment', 'Brand Reputation', 'Boarding Process']"
never fly with them again,['Miscellaneous']
do not fly intercaribbean,['Miscellaneous']
dishonest and careless,['Miscellaneous']
crew were professional and polite,"['Staff Behaviour', 'In-flight Experience']"
the absolute worst airline,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
do not fly on this airline,"['Cabin Environment', 'Boarding Process']"
cannot recommend the airline,"['Cabin Environment', 'Boarding Process']"
incompetence demonstrated by intercaribbean,['Miscellaneous']
had a very bad experience with interjet,['In-flight Experience']
this is stressful and very unprofessional,['Staff Behaviour']
forced me to take a credit,['Miscellaneous']
routes and schedules became lesser and lesser,['Punctuality']
impossible to communicate with interjet,['Miscellaneous']
has been the worst airline to respond to the covid 19 pandemic,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
give a voucher but impossible to book another flight,['Miscellaneous']
this airline should now be avoided at all costs,"['Value for Money', 'Cabin Environment', 'Brand Reputation', 'Boarding Process']"
one of the worst airlines,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
the flight was cancelled,['Miscellaneous']
iran air staff in lar airport were nightmare,"['Staff Behaviour', 'Cabin Environment']"
the plane was too crowded with out any social distancing,['Aircraft Maintenance']
food was amazing,"['Food & Beverages', 'In-flight Experience']"
cabin crew were very professional,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
never fly this airline again,"['Cabin Environment', 'Boarding Process']"
cabin was new and clean,"['Hygiene', 'Cabin Environment']"
a wonderful flight,['Miscellaneous']
i had a pleasant experience,['In-flight Experience']
seat was comfortable,"['Seat Comfort', 'In-flight Experience']"
seats are not comfortable,"['Seat Comfort', 'In-flight Experience']"
iran aseman airlines customer review,"['Cabin Environment', 'Boarding Process']"
iran aseman airlines customer review,"['Cabin Environment', 'Boarding Process']"
iran aseman airlines customer review,"['Cabin Environment', 'Boarding Process']"
iran aseman airlines customer review,"['Cabin Environment', 'Boarding Process']"
iran aseman airlines customer review,"['Cabin Environment', 'Boarding Process']"
iran aseman airlines customer review,"['Cabin Environment', 'Boarding Process']"
never answer my question,['Miscellaneous']
flight is delayed for 11 hours,['Punctuality']
satisfied with my flight,['Miscellaneous']
never travel iraqi airways again,['Cabin Environment']
b737 had good leg room,['Miscellaneous']
miscommunication or even lies,['Process & Policy']
worst airline i've ever used,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
cabin crew were great,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
fly another carrier,['Miscellaneous']
the worst customer service ,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
wish we had read reviews before,['Miscellaneous']
it was a pleasant experience overall,['In-flight Experience']
all staff were really friendly,['Staff Behaviour']
island air customer review,['Cabin Environment']
island air customer review,['Cabin Environment']
terrible customer service,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
i lost a lot of money,['Baggage Policies']
please avoid this company,['Brand Reputation']
should remind customers of this regulation,['Miscellaneous']
check in seemed very slow,"['Wi-Fi & Connectivity', 'Boarding Process']"
moves the flight time,['Miscellaneous']
cabin crew was good,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
extremely disappointing,['Miscellaneous']
needs to work on its business class product,['Miscellaneous']
extremely disappointing,['Miscellaneous']
did not solve or prevent this situation,['Miscellaneous']
days went by without any updates,['Miscellaneous']
how well ita handled this,['Miscellaneous']
relatively good value,['Value for Money']
the worst airline experience,"['Cabin Environment', 'Brand Reputation', 'Boarding Process', 'In-flight Experience']"
pay 25 eur for a seat,['Seat Comfort']
will never ever fly ita airways again,['Cabin Environment']
i encountered multiple delays,['Punctuality']
cancelled and with no explanation,['Miscellaneous']
wholeheartedly recommending them,['Miscellaneous']
atrocious customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
comfortable but basic,"['Seat Comfort', 'In-flight Experience']"
economy class is outstanding,['Miscellaneous']
wont help me get another seat,['Seat Comfort']
truly valued as a customer,['Value for Money']
service friendly and polite,"['Staff Behaviour', 'In-flight Experience']"
very underwhelming experience,['In-flight Experience']
my trip was sublime,['Miscellaneous']
they don’t even deserve 1 point.,['Miscellaneous']
will not recommend,['Miscellaneous']
worst ever flight service,"['Staff Behaviour', 'Brand Reputation', 'In-flight Experience']"
really very disappointing,['Miscellaneous']
avoid this airline if possible,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
flight staff is very nice and helpful,['Staff Behaviour']
worst flight ever,['Brand Reputation']
no one picks up the phone,['Miscellaneous']
please avoid this airline,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
poor service at airport and onboard,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
service on board was good,"['Staff Behaviour', 'In-flight Experience']"
i was quite pleased,['Miscellaneous']
jazz offer a good service,"['Staff Behaviour', 'In-flight Experience']"
ride smooth and on time,['Punctuality']
avoid this company at all costs,"['Value for Money', 'Brand Reputation']"
avoid this airline at all cost,"['Value for Money', 'Cabin Environment', 'Brand Reputation', 'Boarding Process']"
left us feeling deeply disappointed,['Miscellaneous']
friendly and helpful crew,"['Staff Behaviour', 'In-flight Experience']"
keep your bag underweight,['Miscellaneous']
i was late for my flight,['Punctuality']
terrible airline,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
will never take jeju air again,['Cabin Environment']
total inflexibility,['Miscellaneous']
good flight both way.,['Miscellaneous']
why put windows on a plane,['Aircraft Maintenance']
cabin crew was mechanical,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
worst airline ever,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
a third class airline,"['Cabin Environment', 'Boarding Process']"
staff absolutely useless,['Staff Behaviour']
very disappointing,['Miscellaneous']
aircraft was deplorable,"['Cabin Environment', 'Aircraft Maintenance']"
staff were very rude,['Staff Behaviour']
experience was quiet stressful,['In-flight Experience']
a disgrace to the industry,['Brand Reputation']
food was pathetic,"['Food & Beverages', 'In-flight Experience']"
jet2 did a fantastic job,['Miscellaneous']
another pretty solid trip,['Miscellaneous']
so disappointed with jet2,['Miscellaneous']
cabin crew extremely attentive,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
"tired old plane, poor organisation",['Aircraft Maintenance']
i got the unfriendly fare,['Miscellaneous']
ground and cabin staff are abrupt,"['Staff Behaviour', 'Cabin Environment']"
crew friendly & efficient,"['Staff Behaviour', 'In-flight Experience']"
the seats are really uncomfortable,"['Seat Comfort', 'In-flight Experience']"
a long rung above the competition,['Miscellaneous']
they always have a delay,['Punctuality']
professional service and crew,"['Staff Behaviour', 'In-flight Experience']"
my last trip on jetairfly,['Cabin Environment']
we had a 14 hour delay,['Punctuality']
couldn't have made a better choice,['Miscellaneous']
a 10 hour delay?,['Punctuality']
wasn't too expensive,['Value for Money']
recommend in this cabin,['Cabin Environment']
last flight with jetairfly,['Cabin Environment']
friendly professional cabin crew,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
not have bathrooms in the middle,['Miscellaneous']
unable to file a claim,['Compensation & Refund']
taking customers for granted,['Miscellaneous']
very disappointed,['Miscellaneous']
things have gone way downhill,['Miscellaneous']
terrible counter service,"['Staff Behaviour', 'Brand Reputation', 'In-flight Experience']"
one of the worst airlines,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
be prepared for problems,['Miscellaneous']
media screen was not working,['Inflight Entertainment']
given e and f boarding group,['Boarding Process']
"it was delayed by almost 1,5h",['Punctuality']
said i needed to show my return ticket,['Ticket Booking & Pricing']
overall a good experience,['In-flight Experience']
"only one staff, gone for 2 hours",['Staff Behaviour']
unfriendly crew,"['Staff Behaviour', 'In-flight Experience']"
unable to sit together,['Miscellaneous']
charged for check-in,['Boarding Process']
staff on board was agreeable,['Staff Behaviour']
first and last flight on this airline,"['Cabin Environment', 'Boarding Process']"
the worst flight,['Brand Reputation']
"pay the $75, everything becomes safe",['Miscellaneous']
weigh your baggage and charge you,['Baggage Policies']
hidden fees at every opportunity!,['Miscellaneous']
told her off for helping us,['Aircraft Maintenance']
lost another valued customer,"['Value for Money', 'Baggage Policies']"
sat on the tarmac for four hours,['Miscellaneous']
never recommend this to anyone2,['Miscellaneous']
hard to fault my return trip,['Miscellaneous']
lose faith in this airline,"['Cabin Environment', 'Boarding Process']"
terrible budget airline,"['Value for Money', 'Cabin Environment', 'Brand Reputation', 'Boarding Process']"
very unpleasant and disturbing,['Miscellaneous']
tried to request for wheelchair assistance,"['Staff Behaviour', 'Cabin Environment', 'Customer Service', 'Accessibility Needs']"
disappointed and discouraged,['Miscellaneous']
delayed luggage,"['Punctuality', 'Baggage Policies']"
boarding was chaotic,['Boarding Process']
disappointing experience with jetstar,['In-flight Experience']
i will never fly with them again,['Miscellaneous']
flight delayed for eight hours,['Punctuality']
unable to check in on time,['Punctuality']
an irresponsible airline,"['Cabin Environment', 'Boarding Process']"
weighing everyones luggage,['Baggage Policies']
makes ryanair look customer friendly,['Cabin Environment']
the worst airline ever,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
worst airline i’ve flown,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
particular on weight and size,['Miscellaneous']
you get what you pay for,['Miscellaneous']
worst experience ever,"['Brand Reputation', 'In-flight Experience']"
make you pay for a 1 kg excess baggage,['Baggage Policies']
did not allow to bring the baby stroller,['Miscellaneous']
one of the worst airlines,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
seats were horrific,['Seat Comfort']
worst airline i've ever experienced,"['Cabin Environment', 'Brand Reputation', 'Boarding Process', 'In-flight Experience']"
change all bookings previously made,['Ticket Booking & Pricing']
experience was just awful,['In-flight Experience']
disappointed about jetstar,['Miscellaneous']
habit of changing departure times,['Miscellaneous']
a total lack of customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
unable to process a full refund,"['Ticket Booking & Pricing', 'Compensation & Refund', 'Boarding Process']"
 included free services and luggage,"['Staff Behaviour', 'Baggage Policies', 'In-flight Experience']"
meagre limit which is only 7kgs,['Miscellaneous']
free drinks great snacks,['Food & Beverages']
not the right customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
really bad experience,['In-flight Experience']
online check-in not allowed for most,"['Wi-Fi & Connectivity', 'Boarding Process']"
want to express my sincere thanks,['Miscellaneous']
just so grateful!,['Miscellaneous']
this airline is not worth it,"['Value for Money', 'Cabin Environment', 'Boarding Process']"
impressed my jin air employee,['Cabin Environment']
very poor service,"['Staff Behaviour', 'In-flight Experience']"
i would fly with them again,['Miscellaneous']
seats weren’t comfortable,"['Seat Comfort', 'In-flight Experience']"
was very disappointing,['Miscellaneous']
recommend all the way,['Miscellaneous']
seats have got to be the worst,"['Seat Comfort', 'Brand Reputation']"
the worst experience,"['Brand Reputation', 'In-flight Experience']"
overall not satisfied,['Miscellaneous']
staff were really good,['Staff Behaviour']
not recommended,['Miscellaneous']
high density seats,['Seat Comfort']
poor catering and service,"['Food & Beverages', 'Staff Behaviour', 'In-flight Experience']"
"configuration is unacceptable""
",['Miscellaneous']
always late and even cancels,['Punctuality']
zero compensation given,['Compensation & Refund']
more than ten hours at the airport,['Cabin Environment']
it was a bad experience,['In-flight Experience']
they are an unprofessional nightmare,['Staff Behaviour']
seems like a well run airline,"['Cabin Environment', 'Boarding Process']"
had the worst experience,"['Brand Reputation', 'In-flight Experience']"
appalling from start to finish,['Miscellaneous']
juneyao can't refund me,"['Ticket Booking & Pricing', 'Compensation & Refund']"
it is impossible to get refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
plane new as on way out,['Aircraft Maintenance']
"good service, good entertainment","['Inflight Entertainment', 'Staff Behaviour', 'In-flight Experience']"
this horrific experience,['In-flight Experience']
absolutely disgraceful airline,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
not recommend the experience,['In-flight Experience']
a cheat from the airline,"['Cabin Environment', 'Boarding Process']"
customer services not kind and helpful,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
they often cancel flights,['Miscellaneous']
small but very efficient airline,"['Cabin Environment', 'Boarding Process']"
been 5 months and counting,['Miscellaneous']
catering and seating all good,"['Food & Beverages', 'Seat Comfort']"
onboard cleanliness: satisfactory,"['Hygiene', 'Boarding Process', 'Miscellaneous']"
better than expected,['Miscellaneous']
one of the worst airlines,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
what a horrible experience,"['Brand Reputation', 'In-flight Experience']"
terrible experience,"['Brand Reputation', 'In-flight Experience']"
air circulation was so poor,['Cabin Environment']
worst airline i've ever dealt with,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
fighting for less than $280,['Miscellaneous']
an absolute nightmare,['Miscellaneous']
rough and noisy take-offs,['Miscellaneous']
kish airlines customer review,"['Cabin Environment', 'Boarding Process']"
kish airlines customer review,"['Cabin Environment', 'Boarding Process']"
i would not recommend klm,['Miscellaneous']
does not give lounge access,['Miscellaneous']
never again fly with klm,['Brand Reputation']
horrible customer service,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
changed my seat,"['Seat Comfort', 'Ticket Booking & Pricing']"
nobody even answered my email,['Miscellaneous']
my luggage was not loaded,['Baggage Policies']
"customer service is unhelpful, dismissive","['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
competent and efficient flights,['Miscellaneous']
they changed it to lousy seats,"['Seat Comfort', 'Ticket Booking & Pricing']"
bumped off the flight,['Miscellaneous']
customer-unfriendly experience,['In-flight Experience']
spend it on a better airline,"['Cabin Environment', 'Boarding Process']"
onboard service and food excellent,"['Food & Beverages', 'Staff Behaviour', 'In-flight Experience']"
best business class product,['Miscellaneous']
service is shockingly bad,"['Staff Behaviour', 'In-flight Experience']"
experience is worth the price,"['Value for Money', 'Ticket Booking & Pricing', 'In-flight Experience']"
faulty customer communication,['Miscellaneous']
caused me to miss my connecting flight,['Miscellaneous']
went above and beyond,['Miscellaneous']
amazing flight,['Miscellaneous']
in desperate need of an upgrade,['Ticket Booking & Pricing']
crew pleasant and efficient,"['Staff Behaviour', 'In-flight Experience']"
stewardess always perfect,['Miscellaneous']
extremely satisfied with korean air,['Cabin Environment']
"monotonous, mechanical and uninspiring",['Miscellaneous']
kulula are always late,['Punctuality']
no communication at all,['Miscellaneous']
they’ve really upped their game,['Miscellaneous']
this is my last encounter with kulula,['Miscellaneous']
it is impossible to get hold of anyone,['Aircraft Maintenance']
won't be using them again,['Miscellaneous']
worst airline in this country,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
they will never see us again,['Miscellaneous']
 incompetent and unhelpful staff,['Staff Behaviour']
you sit on the phone for hours,['Miscellaneous']
absence of customer care,['Miscellaneous']
disappointing and frustrating,['Miscellaneous']
fa not prepared to offer any assistance,"['Staff Behaviour', 'Customer Service', 'Accessibility Needs']"
faced very rude behavior from cabin crew,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
no compensation was given,['Compensation & Refund']
won’t be flying with kuwait airways again,['Cabin Environment']
a good quality service,"['Staff Behaviour', 'In-flight Experience']"
prolonged and distressing experience,['In-flight Experience']
poor customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
i really enjoyed the service,"['Staff Behaviour', 'In-flight Experience']"
i can really recommend,['Miscellaneous']
airline has caused massive inconvenience and massive cost,"['Value for Money', 'Cabin Environment', 'Boarding Process']"
i have never had an issue,['Miscellaneous']
great value for the price,"['Value for Money', 'Ticket Booking & Pricing']"
do not fly this amateur operation,['Miscellaneous']
finally offered a 75% credit,['Miscellaneous']
not a great airline,"['Cabin Environment', 'Boarding Process']"
fantastic value for business class,['Value for Money']
customer care nonexistent,['Miscellaneous']
it was a delight,['Miscellaneous']
i had no choice but to comply,['Miscellaneous']
crew was courteous and professional,"['Staff Behaviour', 'In-flight Experience']"
no one wants to reply to emails,['Miscellaneous']
delay with no reason,['Punctuality']
cancelled with no explanation why,['Miscellaneous']
unprofessional and unethical,['Staff Behaviour']
customer service is non-existent,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
the worst airline in the world,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
zero stars for this airline,"['Cabin Environment', 'Boarding Process']"
the trip became a whirlwind,['Miscellaneous']
so unprofessional,['Staff Behaviour']
seats were very comfortable,"['Seat Comfort', 'In-flight Experience']"
lower quality than other airlines,"['Cabin Environment', 'Boarding Process']"
seats are too narrow,['Seat Comfort']
excellent service throughout,"['Staff Behaviour', 'In-flight Experience']"
" ""plane a little bit dated",['Aircraft Maintenance']
it was disappointing,['Miscellaneous']
flight had been cancelled,['Miscellaneous']
the service was fantastic,"['Staff Behaviour', 'In-flight Experience']"
loved the cabin interior,['Cabin Environment']
crew were very polite,"['Staff Behaviour', 'In-flight Experience']"
economy class gone downhill,['Miscellaneous']
a pleasant experience,['In-flight Experience']
very good experience,['In-flight Experience']
seat was the most narrow,['Seat Comfort']
will not re-book with lan,['Miscellaneous']
helping make our trip great,['Miscellaneous']
a very good experience,['In-flight Experience']
i had no luggage at the end,['Baggage Policies']
crew and service were excellent,"['Staff Behaviour', 'In-flight Experience']"
they get it right,['Miscellaneous']
a reliable airline,"['Cabin Environment', 'Boarding Process']"
flight experience was lovely,['In-flight Experience']
not received our money back,['Compensation & Refund']
friendly airline,"['Cabin Environment', 'Boarding Process']"
nothing to complain about,['Miscellaneous']
"good, surprising experience",['In-flight Experience']
i haven't received a refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
airline was above expectations,"['Cabin Environment', 'Boarding Process']"
would recommend and will fly again,['Miscellaneous']
will definitely use again,['Miscellaneous']
plenty of leg room,['Miscellaneous']
no space at all,['Seat Comfort']
had to cancel my entire trip,['Miscellaneous']
"smiles, professionalism and efficiency",['Miscellaneous']
that is cancelled too,['Miscellaneous']
everything you could expect,['Miscellaneous']
asked for priority boarding,"['Accessibility Needs', 'Boarding Process']"
really behind the times,['Miscellaneous']
refund process is frustrating,"['Ticket Booking & Pricing', 'Compensation & Refund', 'Boarding Process']"
incredibly unhelpful staff,['Staff Behaviour']
it was a very slow process,"['Wi-Fi & Connectivity', 'Boarding Process']"
there was zero assistance,"['Staff Behaviour', 'Customer Service', 'Accessibility Needs']"
experiences with latam went so well,['In-flight Experience']
the experience was terrible,"['Brand Reputation', 'In-flight Experience']"
i have not received a response,['Customer Service']
never fly with them again,['Miscellaneous']
the crew were awesome,"['Staff Behaviour', 'In-flight Experience']"
worst european budget airline,"['Value for Money', 'Cabin Environment', 'Brand Reputation', 'Boarding Process']"
the crew was amazing,"['Staff Behaviour', 'In-flight Experience']"
we don't recommend laudamotion,['Miscellaneous']
hours without receiving a reply,['Miscellaneous']
pay 10€ for a ticket,['Ticket Booking & Pricing']
not to press the service button,"['Staff Behaviour', 'In-flight Experience']"
had to clean it ourselves,['Hygiene']
this was supposed to be a direct flight,['Miscellaneous']
flight went smoothly up to oslo,['Miscellaneous']
worst airline i have flown,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
"poor, very poor",['Miscellaneous']
there are still no reply,['Miscellaneous']
have never received a refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
went out of their way to avoid responsibility,['Brand Reputation']
i’m stuck in lima!,['Miscellaneous']
i would recommend this airline,"['Cabin Environment', 'Boarding Process']"
frustrating and stressful time,['Miscellaneous']
seem to cancel flights,['Miscellaneous']
"no apologies, no explanation",['Miscellaneous']
worst flight so far,['Brand Reputation']
worst airline i've ever used,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
i expected much better conditions,['Aircraft Maintenance']
the experience was okay,"['In-flight Experience', 'Miscellaneous']"
customers are obviously not important,['Miscellaneous']
extremely uncomfortable,"['Seat Comfort', 'In-flight Experience']"
a voucher that does not work,['Miscellaneous']
there is very little legroom,['Seat Comfort']
poorly organized and poorly managed,['Miscellaneous']
suitcase not travel same time as you,['Miscellaneous']
excellent experience,['In-flight Experience']
was comfortable enough,"['Seat Comfort', 'In-flight Experience']"
experience was absolutely atrocious,['In-flight Experience']
"old, crowded prop plane",['Aircraft Maintenance']
all staff interactions were great,['Staff Behaviour']
